,Frame,camera_Rotation_X,camera_Rotation_Y,camera_Rotation_Z,camera_Rotation_W,camera_Position_X,camera_Position_Y,camera_Position_Z
0,257,-0.0685888242321138,-0.23407239746120223,-0.001614140451043649,-0.9697950698421285,0.7800541626879243,0.9557248533979338,-1.221977794729542
1,258,-0.06526791943863564,-0.23229938447164045,-0.0033409200822472197,-0.9704459839237389,0.7799905666336294,0.9558626375771377,-1.2218115364533935
2,259,-0.06652707382842964,-0.2329329249432127,-0.0024277497693533058,-0.9702097334087509,0.7800821387611807,0.9556397634280309,-1.2221081900991166
3,260,-0.06866247996318732,-0.2342126512536896,-0.0016293354362368442,-0.9697563957872809,0.7800309107495826,0.9557223054781717,-1.2220087198681284
4,261,-0.06798648315309182,-0.23330553022031347,-0.00048090673758960253,-0.970021766478391,0.7801185943588304,0.9555810379586861,-1.222024186689175
5,262,-0.06815548896102674,-0.23362130484887822,-9.376805516275802e-06,-0.9699366129289116,0.7800546231304544,0.9555943364976052,-1.2220083366679038
6,263,-0.06837833744157928,-0.23399188765939696,-0.0014963749521817954,-0.9698308960086083,0.7799335827514161,0.9556288897372703,-1.222026079145094
7,264,-0.06810469344555274,-0.23392442051699047,-0.000459513886221575,-0.969865091839863,0.7799705645384377,0.9555838430182862,-1.22203909788947
8,265,-0.06643031443768947,-0.23289522992552195,-0.002439986266314574,-0.9702248079491106,0.7800312872651111,0.9555574685672283,-1.222132074535622
9,266,-0.06869728259888155,-0.2340340765572289,-0.0012824803706309213,-0.9698002877894332,0.7800331443932469,0.9556693198024522,-1.2219819767082873
10,267,-0.07052299723515673,-0.2344218993889182,-0.0007825965939909328,-0.9695738490529511,0.7800636072993313,0.955769614344361,-1.2219996918131208
11,268,-0.06535818704234643,-0.23247048477011784,-0.0031847659103755054,-0.97039966336302,0.7800721439752559,0.9558492205537771,-1.221774118256251
12,269,-0.06507319280183539,-0.23251174813667713,-0.0031982866021108506,-0.9704094165881397,0.780043857871987,0.9558813975043433,-1.2217590951606494
13,270,-0.06872558001409382,-0.23424190068296621,-0.0015277077593843901,-0.9697457917427504,0.7800175427599768,0.9557545084672071,-1.222000568140775
14,271,-0.06828913023946434,-0.23419256081664835,-0.0015287175401012248,-0.9697868922479822,0.7800358473846969,0.9557303769855278,-1.2220307584861052
15,272,-0.06865117712479976,-0.2343538753692706,-0.0016621582853125812,-0.9697211349740271,0.7800350510864457,0.955697950554455,-1.2220418060740814
16,273,-0.06793152308473328,-0.23367846837151493,-0.0004225421046569108,-0.9699389798107289,0.7800954569639386,0.9556143701693313,-1.222045853923411
17,274,-0.06811376190874514,-0.23418557337041834,-0.0015351705853565672,-0.969801216693586,0.7799799484642419,0.9556384547723288,-1.22205017001367
18,275,-0.0650129792939708,-0.2319190913811377,-0.0012404759535244178,-0.9705582936556986,0.7801095765558849,0.9554794072596101,-1.2222278233951755
19,276,-0.06851349592286402,-0.23404345457934017,-0.001413042604235814,-0.9698078161493597,0.7799810547607782,0.955680885374301,-1.222081197355332
20,277,-0.06673953419236456,-0.2331112415782524,-0.002289768728606192,-0.9701528325422196,0.7800746045641008,0.9555868053026729,-1.2221491181129864
21,278,-0.06728553388878425,-0.23349569107816787,-0.0019155440578218963,-0.9700218097330967,0.7800754844614509,0.9556641079896333,-1.2220782251402535
22,279,-0.06861314332681341,-0.23412132639440691,-0.0012709656859361865,-0.9697823171906023,0.7800575393302313,0.9557323656366025,-1.2220044024453744
23,280,-0.06994839827163513,-0.2346851574175896,-0.0008951908555432917,-0.9695508409258488,0.780068672797931,0.9557794202940514,-1.2220134220886565
24,281,-0.06869955268860832,-0.23420500702014765,-0.0014368742362248618,-0.9697558449299417,0.7800404457652799,0.955712537761319,-1.2220642217886486
25,282,-0.06798214592542516,-0.23422940665500433,-0.0008137413993630469,-0.9697976665078778,0.780044430830567,0.9556477724227526,-1.2220481499005074
26,283,-0.06811725088844592,-0.23421674942748102,-0.0010875663800289385,-0.9697976176327489,0.7799901690416905,0.955657078849706,-1.222089827629363
27,284,-0.06819202330935291,-0.2337377390486045,-3.783175804874649e-05,-0.9699055480966186,0.7800493022806041,0.9556022844316621,-1.222099770638404
28,285,-0.06512219154846977,-0.23246462743203464,-0.002557115096303477,-0.9704189375731613,0.7800616479410847,0.9555424791508568,-1.222234635537647
29,286,-0.06704502138411009,-0.23332207000992794,-0.0018707522772513818,-0.9700815865789175,0.7800639071778674,0.9556288350677139,-1.2221220929999346
30,287,-0.06908020239009455,-0.2344127216264479,-0.0011601444687003616,-0.9696763738616474,0.7800901355691534,0.9556964031215237,-1.2220012623081842
31,288,-0.06896730239271748,-0.2340251395479607,-0.0011082353121801517,-0.9697805255676228,0.7801510882221003,0.9557078153012487,-1.2219740093991263
32,289,-0.06885366748237767,-0.23420529030970996,-0.0013536122917990263,-0.9697468667512731,0.7801164866432353,0.955723946588871,-1.2220059372394856
33,290,-0.06843640187069304,-0.23426185480814735,-0.0014018316037363245,-0.9697600175454629,0.7800944383561847,0.9557312299466679,-1.2220203175288662
34,291,-0.0686531916317996,-0.23406181828021294,-0.00147100491957089,-0.9697952634331022,0.78008170410446,0.9556967245969983,-1.222050781281647
35,292,-0.06758545309873328,-0.2338333736415297,-0.001959473183518763,-0.9699228266135799,0.7800156727289743,0.9556506899010244,-1.2220743809762713
36,293,-0.06482333334802891,-0.23208152640564322,-2.9044519622754643e-05,-0.9705341471756052,0.7802215860220619,0.9554524310070975,-1.2222299654618325
37,294,-0.06493844607685542,-0.23222422265900813,5.050271044501e-05,-0.9704933184522202,0.7802862141359085,0.9554493056515756,-1.2222139694020913
38,295,-0.06273018766775824,-0.2311067238545694,-0.0017998276700212595,-0.9708981637618715,0.7802773120908773,0.9555434163427284,-1.221904093693447
39,296,-0.06304889009676613,-0.23145681721446792,-0.0017346357407454099,-0.9708014615614649,0.780327187711452,0.9555578689787552,-1.2219070244282737
40,297,-0.0625797272193399,-0.23141026377146365,-0.0016149152659265073,-0.9708412455783736,0.7803313965990711,0.9555991900679616,-1.221956491250887
41,298,-0.062086373007027976,-0.23095769943195377,-0.0020907870143109506,-0.9709780503628317,0.7802805197081893,0.955599180371921,-1.2219845619514682
42,299,-0.06411964546657495,-0.23179234133620993,-0.0008960866948467337,-0.970647540526401,0.7802637055726697,0.9555111072596767,-1.2221920119729603
43,300,-0.06505731649502743,-0.23250014243496675,-0.0005104876326063541,-0.9704205537275675,0.7802462194320429,0.9554537800000026,-1.2222667344308065
44,301,-0.06832565622048252,-0.23491935153163993,0.0013026786381924577,-0.9696102086084065,0.7804657911333834,0.9552986663432209,-1.2223960191441712
45,302,-0.06808470853275844,-0.2348846136267209,0.0011288109998243748,-0.9696350274453858,0.7804611545260374,0.9553146049771885,-1.2223749526535899
46,303,-0.06565738301964201,-0.2324209975637514,-0.0006857473689499391,-0.9703960092533993,0.7802904390183912,0.9554703998022946,-1.2222135049299228
47,304,-0.06646104955287421,-0.233488499998516,-6.382513544944961e-05,-0.970083980110211,0.780398642395622,0.9554455711009573,-1.2222500664712024
48,305,-0.06525140368697774,-0.23256362681649548,-0.00035350406182513104,-0.9703873631575435,0.7803560068665618,0.955526408963976,-1.222182366889873
49,306,-0.06495540154294503,-0.23257906243460444,0.00013774689331852116,-0.970402052755647,0.7803266308407896,0.9555636297949943,-1.22221515164764
50,307,-0.06521433801158158,-0.2324039165957095,8.003424336384225e-05,-0.9704376676519912,0.7803572197726171,0.9554775218809666,-1.222189806368188
51,308,-0.06554170063385202,-0.23252022843017167,0.00018242380160321482,-0.9703831706618202,0.7803414697408435,0.9554547809938895,-1.2222106197710556
52,309,-0.06486048495797198,-0.23277318014459314,0.0001563597591132254,-0.9703654281506324,0.7802604429106402,0.9553997091320039,-1.22229301401347
53,310,-0.0651173195759942,-0.2324403418550969,-0.0001402165618020793,-0.9704287587371541,0.7802973929717708,0.9553947995265293,-1.2222722835808886
54,311,-0.06421809001557996,-0.23462905304225568,0.0016456331319680464,-0.9699599039612843,0.7803390552267417,0.9554966525455785,-1.2220133114144032
55,312,-0.07607545191630065,-0.2430057999513909,0.008254871892005512,-0.9669627553892929,0.7798920195285478,0.9560494315658185,-1.2212947290039537
56,313,-0.06395255045302185,-0.23189069755969907,-0.00024698130643533074,-0.9706385220415205,0.7803674963423998,0.9555153711690719,-1.2221602168155687
57,314,-0.069630701136619,-0.23607849266159123,0.001676265667460489,-0.9692322792438921,0.7801548369778136,0.9556228365446119,-1.2219070332998616
58,315,-0.06402501584901828,-0.2340199242276051,0.002810746786181072,-0.9701185410837423,0.780381023606845,0.9555105609657358,-1.221989152470006
59,316,-0.06540122493568895,-0.23236678587088075,0.00020126677597574104,-0.9704257326044042,0.7803775386315224,0.9554352800711107,-1.222266184855948
60,317,-0.06480135740637798,-0.23206181974775839,-7.404736840976923e-05,-0.970540450603972,0.7803313478365492,0.9554349892413551,-1.2222631198066272
61,318,-0.06491470745520486,-0.23198637534532696,8.370689800019706e-06,-0.9705513972680643,0.7803287600201121,0.9554735100273426,-1.2222492962120313
62,319,-0.06519038512071265,-0.23203732268710137,6.0263670544999316e-05,-0.9705208191135035,0.7802915572588045,0.9554630244828202,-1.2222313257180724
63,320,-0.06536423128973003,-0.23217631937362412,-5.525736499516158e-05,-0.9704748489579185,0.7803096435949162,0.955464687740239,-1.2222103786975527
64,321,-0.06555122556601294,-0.2321995952669593,-0.0006520756731078234,-0.9704551755957317,0.7802983314319119,0.9555101151698325,-1.2222202963580096
65,322,-0.06564173648628344,-0.23228003307010586,-0.0005873883528259487,-0.970433150646306,0.7802884638787408,0.955480152345974,-1.2222305323704403
66,323,-0.06518128447799473,-0.23205935081503348,-0.00058114374768242,-0.9705138289650003,0.780311650960094,0.9554735260546164,-1.2221698331756954
67,324,-0.063712559673656,-0.2315706175336106,-0.0012943218159096066,-0.9707281194640075,0.7803209391430213,0.9555199950487897,-1.2220610989922707
68,325,-0.06362222385259897,-0.23152593302000676,-0.0012907960506270892,-0.9707451243791545,0.7803291959357278,0.9555320977304945,-1.2220952221104926
69,326,-0.063453016014307,-0.2317230764908866,-0.0006322583700068167,-0.97068619610753,0.7803782388891594,0.955509653356766,-1.2221763994636854
70,327,-0.06536452484953115,-0.23215058303614414,-0.0008209047998181066,-0.970483410459594,0.7802950886058072,0.9555181002032407,-1.2222228254151624
71,328,-0.06806899474121522,-0.23402407492696126,-0.001641601441492093,-0.9698440676718264,0.7801378371190657,0.9557391091445011,-1.2220436710702895
72,329,-0.06791282302651484,-0.23363372778729444,-0.0002501058925097649,-0.9699640421215566,0.7802607781167932,0.9556273901882155,-1.2219988970673907
73,330,-0.06847301715126099,-0.23395663015010854,-0.001480921413957368,-0.9698339548864654,0.7801919421121624,0.9556762179084645,-1.2219889595919036
74,331,-0.06926420516565755,-0.234151834102883,-0.0012310041456469623,-0.9697275975224108,0.7801531757725545,0.9557060275835513,-1.2219702843075861
75,332,-0.0693077083432958,-0.23428908713311367,-0.0012541114932137728,-0.9696937989204614,0.7801607399114476,0.9556656483511564,-1.2219617780203618
76,333,-0.07006000451126096,-0.2343436371876145,0.0015719745081814506,-0.9696282777483891,0.7799282798552952,0.9558608364236487,-1.2219117049398562
77,334,-0.0698240963676093,-0.2348891287154023,0.0006318732310217208,-0.9695094357494097,0.7799335290072936,0.9559042273116358,-1.2219710290971604
78,335,-0.06601383728488573,-0.23403679273310107,-0.0011360785118627811,-0.9699990636582202,0.7800846721543908,0.9559823915939116,-1.221839651382447
79,336,-0.06863859187124316,-0.23449211082350077,0.0009766320126461832,-0.96968989957836,0.7800306191466005,0.9559118190531278,-1.2219737254385452
80,337,-0.06759477005223054,-0.23417938518963238,-5.329775162264726e-05,-0.9698411873852201,0.7800514223719386,0.9560121038883058,-1.2218679541776887
81,338,-0.06735041439913689,-0.23389317649310434,-0.00012212115465722208,-0.9699271467092111,0.7800297719110877,0.9560091418054883,-1.2218538132688093
82,339,-0.0695791272411158,-0.23481097137511134,0.0012108017903121181,-0.9695474558792423,0.780058234238415,0.9558918482946525,-1.2219366601150048
83,340,-0.06783058795756666,-0.23410725665336288,7.118880393761083e-05,-0.9698437690236476,0.7800440461149758,0.9559614006220452,-1.2218399086224483
